WSID,Water System Name,History of E. coli Presence,Increasing Presence of Water Quality Trends Toward MCL,Treatment Technique Violations,Past Presence on the HR2W List,Maximum Duration of High Potential Exposure (HPE),Percentage of Sources Exceeding an MCL,Number of Water Sources ,Presence of Interties,Water Source Types,DWR – Drought & Water Shortage Risk Assessment Results,Critically Overdrafted Groundwater Basin,Percent of Median Household Income (%MHI),Extreme Water Bill,Percent Shutoffs,Number of Service Connections,Operator Certification Violations,Monitoring and Reporting Violations,Significant Deficiencies,Extensive Treatment Installed,Final At-Risk List
CA4900588,LAWNDALE MUTUAL WATER COMPANY,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900599,RANDAL'S RANCHETTE MUTUAL WATER COMPANY,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900600,RINCON VALLEY MOBILE ESTATES,0,0.25,0,0,0,0,0,1,0,0,0,0, ,0,1,0,0,0,0,Not At-Risk
CA4900603,RIEBLI MUTUAL WATER COMPANY,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,Not At-Risk
CA4900605,MARK WEST ACRES MWC,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,Potentially At-Risk
CA4900608,SIX ACRES WATER COMPANY,0,0,1,0.5,0,0,1,1,1,0,0, ,0,0,1,0,0,0,0,HR2W
CA4900611,RAINS CREEK WATER DISTRICT,0,0,0,0,0,0,1,1,1,0,0,0.75,0,0,1,0,0,0,0,Potentially At-Risk
CA4900612,HEIGHTS MUTUAL WATER COMPANY,0,0.25,0,0,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900620,AUSTIN ACRES MUTUAL WATER COMPANY,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,At-Risk
CA4900630,AUSTIN CREEK MUTUAL (SPRINGHILL),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900634,HUCKLEBERRY MUTUAL WATER COMPANY,0,0,0,0,0.25,0,1,1,1,1,0,0.75,0,0,1,0,1,0,0,At-Risk
CA4900637,MAGIC MOUNTAIN MUTUAL WATER COMPANY,0,0,1,0.5,0.25,0,1,1,1,1,0,0,0,0,1,0,0,0,0,HR2W
CA4900639,REDWOOD HEIGHTS MUTUAL WATER COMPANY,0,0,0,0,0,0,1,1,1,0.25,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900640,SONOMA COUNTY MUTUAL WATER COMPANY,0,0,1,0,0,0,1,1,1,0.25,0,0,0,0,1,0,0,0,0,Potentially At-Risk
CA4900641,SUNRISE MOUNTAIN MUTUAL WATER COMPANY,0,0,0,0,0,0,0,1,0,0,0,0.75,0,0,1,0,0,0,0,Not At-Risk
CA4900644,BRIDGEHAVEN PARK,0,0.25,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,HR2W
CA4900646,ALEXANDER VALLEY ACRES WATER COMPANY,0,0,0,0,0,0,0,1,0,0,0, ,0.5,0,1,0,0,0,0,Not At-Risk
CA4900647,SERENO DEL MAR WATER COMPANY (PUC),0,0.5,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,Potentially At-Risk
CA4900653,LONE PINE MUTUAL WATER COMPANY,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900660,YULUPA MUTUAL WATER COMPANY,0,0.25,0,0,0,0,0,1,0,0.25,0,0,0.5,0,1,0,0,0,0,Not At-Risk
CA4900665,RUSSIAN RIVER MUTUAL WATER CO.,0,0,0,0,0.25,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900667,COLLEGE PARK MUTUAL WATER COMPANY,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900669,WENDELL LANE MUTUAL WATER COMPANY,0,0.25,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900673,ATHENA TERRACE MUTUAL WATER COMPANY,0,0.25,0,0,0,0,0,1,0,0,0,0.75,0.5,0,1,0,0,0,0,Not At-Risk
CA4900674,PINE HILL TERRACE MOBILE HOME PARK,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900675,ROSELAND MOBILE HOME PARK,0,0.25,0,0,0,0,0,1,0,0,0,0, ,0,1,0,0,0,0,Not At-Risk
CA4900679,FORT ROSS SCHOOL DISTRICT,0,0,0,0, ,0,1,1,1,0.25,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA4900680,HORICON SCHOOL,0,0,0,0, ,0,1,1,1,0,0, , ,0,1,0,0,0,1,At-Risk
CA4900687,BROOKWOOD MOBILE HOME PARK,0,0.25,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0,0,0,Not At-Risk
CA4900693,BELLEVUE UNION SCH DIST-BELLEVUE SCHOOL,0,0,0,0, ,0,1,1,1,0,0, ,0,0,1,0,0,0,0,Potentially At-Risk
CA4900694,WRIGHT ELEMENTARY SCHOOL,0,0,0,0, ,0,1,1,1,0.25,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA4900695,NORTHWEST PREP,0,1,0,0, ,0,1,1,1,0.25,0, , ,0,1,0,0,0,0,At-Risk
CA4900699,OLIVET ELEMENTARY SCHOOL,0,0,0,0, ,0,1,1,1,0.25,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA4900703,OAK GROVE SCHOOL,0,0,0,0, ,0,0,1,0,0,0, , ,0,1,0,0,0,0,Not At-Risk
CA4900704,ALEXANDER VALLEY UNION SCHOOL DISTRICT,0,0,0,0, ,0,1,1,1,0.25,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA4900705,GEYSERVILLE  NEWTECH ACADEMY,0,0,0,0, ,0,1,1,1,0,0, ,0,0,1,0,1,0,0,At-Risk
CA4900707,TWIN HILLS SCHOOL DIST-TWIN HILLS SCHOOL,0,0,0,0, ,0,1,1,1,0.25,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA4900708,GRAVENSTEIN SCHOOL DISTRICT-GRAVENSTEIN,0,0,0,0, ,0,1,1,1,0,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA4900710,TWIN HILLS SCHOOL DIST-APPLE BLOSSOM SCH,0,0,0,0, ,0,1,1,1,0,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA4900711,GRAVENSTEIN SCHOOL DISTRICT-HILLCREST,0,0,0,0, ,0,1,1,1,0,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA4900714,LIBERTY SCHOOL,0,0.5,0,0, ,1,1,1,1,0,0, , ,0,1,0,0,0,0,At-Risk
CA4900716,CINNABAR ELEMENTARY SCHOOL,0,0.5,0,1, ,1,1,1,1,0,0, , ,0,1,0,0,0,0,HR2W
CA4900719,WEST SIDE UNION SCHOOL DISTRICT,0,0,0,0, ,0,1,1,1,0.25,0, ,0,0,1,0,0,0,0,Potentially At-Risk
CA4900720,MOBILE HOME ESTATES,0,0,0,0.5,0,0,1,1,1,0,0, , ,0,1,0,1,0,0,HR2W
CA4900721,COLONIAL PARK,0,0.25,0,0,0,1,0,1,0,0,0, ,0,0,1,0,0,0,0,Not At-Risk
CA4900723,SHAMROCK MOBILE HOME PARK,0,0.5,0,0,0.25,1,1,1,1,0,0,0,0,0,1,0,0,0,0,At-Risk
CA4900728,EVERGREEN MOBILE ESTATES,0,0,0,0,0,0,1,1,1,0,0,0, ,0,1,0,0,0,0,Not At-Risk
CA4900736,CLEAR CREEK WATER COMPANY,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900739,DUNHAM SCHOOL,0,0,0,0, ,0,1,1,1,0.25,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA4900785,NOEL HEIGHTS-CAL WATER SERVICE (PUC),0,0.25,0,0,0,0,1,1,1, ,0,1,0.5,0,1,0,0,0,1,At-Risk
CA4900787,PLAZA MOBILE HOME PARK,0,0,0,0,0,0,0,1,0,0,0,0, ,0,1,0,0,0,0,Not At-Risk
CA4900788,EL CRYSTAL MOBILE HOME PARK,1,0.25,1,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,HR2W
CA4900789,BLUE SPRUCE MOBILE HOME PARK,0,0.25,0,0,0.25,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Potentially At-Risk
CA4900791,WESTERN MOBILE HOME PARK,0,0,0,0,0,1,0,1,0,0,0,0, ,0,1,0,0,0,0,Not At-Risk
CA4900792,WAYSIDE GARDENS MOBILE HOME PARK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900793,VINEHILL VISTAS MUTUAL WATER COMPANY,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900794,SUNSET PARK COMMUNITY,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900795,STONEGATE MOBILE HOME PARK,0,0,0,0,0,0,1,1,1,0,0,0, ,0,1,0,0,0,0,Not At-Risk
CA4900796,SANTA ROSA MOBILE ESTATES,0,0,0,0,0.25,1,0,1,0,0,0,0, ,0,1,0,0,0,0,Not At-Risk
CA4900797,NORTH STAR MOBILE HOME PARK,0,0,0,0,0.25,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900798,"MOUNTAIN VIEW MOBILE ESTATES, LLC",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900799,EL PORTAL MOBILE ESTATES,0,0.5,0,0,0.5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Potentially At-Risk
CA4900832,LEISURE MOBILE HOME PARK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900843,SONOMA RANCH MUTUAL WATER COMPANY,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900846,ROLLING OAKS ROAD ASSOCIATION,0,0,0,0,0.25,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900850,BODEGA WATER COMPANY,0,0.5,0,0.5,0.5,1,0,1,0,0,0,1,1,0,1,0,0,0,0,HR2W
CA4900871,DE ANZA MOON VALLEY WATER COMPANY,0,0,0,0,0,0,1,1,1,0.25,1,0,0,0,1,0,0,0,0,Potentially At-Risk
CA4900892,SUMMIT VIEW RANCH MUTUAL WATER CO.,0,0.25,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900893,WEST WATER COMPANY (PUC),0,0,0,0,0,0,1,1,1,0,0,0.75,0,0,1,0,0,0,0,Potentially At-Risk
CA4900901,SOBRE VISTA WATER COMPANY,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,Potentially At-Risk
CA4900905,MARK WEST MEADOWS MUTUAL WATER,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,1,0,0,0,0,Not At-Risk
CA4900907,SUMMERFIELD WALDORF SCHOOL,0,0,0,0, ,0,1,1,1,0,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA4900913,ROBIN WAY WATER SYSTEM,0,1,0,0.5,0,1,1,1,1,0,0,0, ,0,1,0,0,0,0,HR2W
CA4900943,ALLIANCE REDWOODS CONFERENCE GROUNDS,0,0,0,0,0,0,0,1,0,0,0,0, ,0,1,0,1,0,0,Not At-Risk
CA4900945,PRESENTATION SCHOOL,0,0,0,0, ,0,1,1,1,0,1, , ,0,1,0,0,0,0,At-Risk
CA4900973,GEORGE RANCH MUTUAL WATER COMPANY,0,0,0,0,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4901062,KINNYBROOK MUTUAL WATER COMPANY,0,0,0,0,0,0,0,1,0,0,0,0.75,0,0,1,0,0,0,0,Not At-Risk
CA4901071,BOULEVARD HEIGHTS MUTUAL WATER,0,0,0,0,0.25,0,0,1,0,0,0,1,1,0,1,0,0,0,0,Not At-Risk
CA4901156,WILLOWSIDE SCHOOL,0,0,0,0, ,0,1,1,1,0,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA4901168,SALMON CREEK MIDDLE SCHOOL,0,0,0,0, ,1,1,1,1,0.25,0, , ,0,1,0,0,0,0,At-Risk
CA4901190,LIETO WATER SYSTEM (REACH CHARTR SCHOOL),0,0,0,0, ,0,1,1,1,0,0, ,0,0,1,0,0,0,0,Potentially At-Risk
CA4901215,PLUMFIELD ACADEMY (OCCIDENTAL RD.),0,0,0,0, ,0,1,1,1,0,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA4901221,GRATON MUTUAL (GREEN VALLEY HOA),0,0,0,0,0,1,1,1,1,0,0,0, ,0,1,0,0,0,0,Potentially At-Risk
CA4901246,DOWNTOWN GRATON MUTUAL WATER SYSTEM,0,0,0,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,Not At-Risk
CA4901309,HILTON MUTUAL WATER COMPANY,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4901346,DELORES LANE WATER SYSTEM,0,0.5,0,0,0.25,1,0,1,0,0,0,0, ,0,1,0,1,0,0,Potentially At-Risk
CA4901355,TERRACE VIEW WATER SYSTEM,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4901381,LICHAU HYLANDS MUTUAL WATER COMPANY,0,0.25,0,0,0,0,0,1,0,0,0,0,0.5,0,1,0,0,0,0,Not At-Risk
CA4901436,SEBASTOPOL CHARTER SCHOOL,0,1,0,0, ,1,1,1,1, ,0, , ,0,1,0,0,0,0,At-Risk
CA4901445,JAMES COURT WATER SYSTEM,0,0,1,0.5,0,0,0,1,0,0,0,0, ,0,1,0,0,0,0,HR2W
CA4910002,"CLOVERDALE, CITY OF",0,0,0,0,0.25,0,0,1,0, ,0,0,0,0,0,0,0,0,1,Not At-Risk
CA4910003,PENNGROVE WATER COMPANY (PUC),0,0,0,0,0,0,1,0,0.5,0,0,0.75,0,0,0,0,0,0,0,Not At-Risk
CA4910004,SWEETWATER SPRINGS CWD - GUERNEVILLE,0,0.25,0,0,0,0,0,1,0, ,0,0.75,0,0,0,0,0,0,0,Not At-Risk
CA4910007,"SEA RANCH WATER COMPANY,THE (PUC)",0,0,0,0,0,0,0,1,0,0,0,0.75,0.5,0,0,0,0,0,1,Not At-Risk
CA4910008,RUSSIAN RIVER COUNTY WATER DISTRICT,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Not At-Risk
CA4910010,SONOMA COUNTY CSA 41-FITCH MOUNTAIN,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4910011,"SEBASTOPOL, CITY OF",0,0.5,0,0,0,1,0,1,0, ,0,0,0,0,0,0,0,0,0,Not At-Risk
CA4910016,"COTATI, CITY OF",0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not At-Risk
CA4910018,ARMSTRONG VALLEY-CAL WATER SERVICE (PUC),0,0,0,0,0,0,0,1,0, ,0,0.75,0,0,1,0,0,0,0,Not At-Risk
CA4910019,FORESTVILLE WATER DISTRICT,0,0,0,0,0,0,1,0,0.5,0,0,0.75,0,0,0,0,0,0,0,Not At-Risk
CA4910021,BODEGA BAY PUBLIC UTILITY DISTRICT,0,0.25,0,0,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Not At-Risk
CA4910022,CANON MANOR WATER SYSTEM,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4910023,CALIFORNIA-AMERICAN LARKFIELD (PUC),0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not At-Risk
CA4910024,CALIFORNIA-AMERICAN GEYSERVILLE (PUC),0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4910025,KENWOOD VILLAGE WATER COMPANY (PUC),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Not At-Risk
CA4910026,ODD FELLOWS RECREATION CLUB,0,0.25,0,0,0,0,0,1,0,0,0,0, ,0,1,0,1,0,0,Not At-Risk
CA4910027,SONOMA STATE UNIVERSITY,0,0,0,0,0,0,0,1,0,0,0, ,0,0,1,0,0,0,0,Not At-Risk
CA4910028,SWEETWATER SPRINGS CWD - MONTE RIO,0,0.25,0,0,0,0,0,1,0, ,0,0.75,0,0,0,0,0,0,0,Not At-Risk
CA4910701,U.S. COAST GUARD TRAINING CENTER,0,0,0,0,0,0,1,0,0.5,0,0, , ,0,1,0,0,0,0,Not At-Risk
CA5000005,CROWS LANDING COMM SVC DISTRICT,0,0,0,0,0.5,0,0,1,0,0.25,1,0,0,0,1,0,0,0,0,Not At-Risk
CA5000008,KNIGHTS FERRY COMM. SVC. DIST.,0,0,0,0,0.5,0,1,1,1,0,0,0.75,0,0,1,0,0,0,1,At-Risk
CA5000010,TID/ LA GRANGE WATER SYSTEM,0,0.25,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,Not At-Risk
CA5000013,OID #45,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,Potentially At-Risk
CA5000014,OID #46 - SUNSET OAKS,0,0,0,0,0,0,0,1,0,0,1,0, ,0,1,0,0,0,0,Not At-Risk
CA5000015,OID #22 - WILLIAMS TRACT,0,0,0,0,0,0,1,1,1,0.25,1,0,0,0,1,0,0,0,0,Potentially At-Risk
CA5000016,OID #41 - MOUNTAIN VIEW,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Not At-Risk
CA5000017,PARK HEIGHTS MUTUAL WATER CO,0,0,0,0,0.25,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Not At-Risk
CA5000019,RIVERDALE PARK TRACT CSD,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,HR2W
CA5000033,COBLES CORNER,0,0.5,0,0,1,1,1,1,1,0,1,0, ,0,1,0,0,0,0,HR2W
CA5000048,LAZY B MOBILEHOME PARK,0,0,0,0,0.25,0,0,1,0,0,1,0, ,0,1,0,0,0,0,Not At-Risk
CA5000049,LONE PINE MHP,0,0,0,0,0.25,0,0,1,0,0,1,0, ,0,1,0,0,0,0,Not At-Risk
CA5000054,MORNINGSIDE MOBILEHOME PARK,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Not At-Risk
CA5000055,OLIVE LANE MOBILEHOME PARK,0,1,0,0,0.25,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Not At-Risk
CA5000058,FISHERMAN'S BEND MHP,0,0,0,0,0,0,1,1,1,0.25,1,0, ,0,1,0,0,0,0,Potentially At-Risk
CA5000060,CASA DE AMIGOS MOBILE HOME PARK,0,0,0,0,0,0,1,1,1,0,1,0, ,0,1,0,0,0,0,Potentially At-Risk
CA5000061,MARTIN'S MOBILE HOME COURT,0,0.5,0,0,1,1,1,1,1,0,1,0, ,0,1,0,0,0,0,HR2W
CA5000066,MODESTO MOBILE HOME PARK,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,Potentially At-Risk
CA5000067,TULLY MOBILE ESTATES,0,0,0,0,1,1,1,1,1,0,1, , ,0,1,0,0,0,0,At-Risk
CA5000071,TWIN CYPRESS MOBILE HOME PARK,0,0,0,0,0,0,1,1,1,0,1,0, ,0,1,0,0,0,0,Potentially At-Risk
CA5000072,MULBERRY MHP,0,0.5,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Not At-Risk
CA5000080,COUNTRY WESTERN MOBILE HOME PARK,0,0,0,0,1,1,1,1,1,1,1,0, ,0,1,0,0,0,0,At-Risk
CA5000082,4N MOBILEHOME PARK,0,0,0,0,0.25,0,1,1,1,0,1,0, ,0,1,0,0,0,0,Potentially At-Risk
CA5000090,RIVERVIEW MOBILE HOME ESTATES,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,HR2W
CA5000095,SUNRISE VILLAGE MHP,0,0,0,0,0,0,0,1,0,0,1,0, ,0,1,0,0,0,0,Not At-Risk
CA5000099,DEL RIO EAST HOA WATER SYSTEM,0,0,0,0,0,0,0,1,0,0,1,0, ,0,1,0,0,0,0,Not At-Risk
CA5000101,CHATOM SCHOOL (EH),0,0,0,0, ,0,1,1,1,0.25,1, ,0,0,1,0,0,0,0,At-Risk
CA5000109,CERES UNIFIED/WESTPORT SCHOOL,0,1,0,0, ,1,1,1,1,1,1, , ,0,1,0,0,0,0,At-Risk
CA5000116,ROSELAWN HIGH SCHOOL,0,0,0,0, ,1,1,1,1,0.25,1, ,0,0,1,0,0,0,0,At-Risk
CA5000132,VALLEY HOME SCHOOL TEXAS,0,0,0,0, ,0,1,1,1,0,1, , ,0,1,0,0,0,0,At-Risk
CA5000133,HART- RANSOM UNION SCHOOL & DISTRICT,0,0,0,0, ,0,1,1,1,1,1, , ,0,1,0,0,0,0,At-Risk
CA5000155,ROBERTS FERRY SCHOOL CAFETERIA,0,0,0,0, ,0,1,1,1,0,1, , ,0,1,0,0,0,0,At-Risk
CA5000218,COUNTRY VILLA APTS,0,0.5,0,0,1,1,1,1,1,0,1,0, ,0,1,0,0,0,0,HR2W
CA5000237,NORTH OAKS MUTUAL WATER CO,0,0.25,0,0,0.25,0,0,1,0,0,1,0, ,0,1,0,0,0,0,Not At-Risk
CA5000249,STANISLAUS UNION SCHOOL DIST,0,0,0,0.5, ,1,1,1,1,0.25,1, , ,0,1,0,0,0,0,HR2W
CA5000255,MOUNTAIN VIEW ELEMENTARY SCHOOL,0,1,0,0.5, ,1,0,1,0,0,1, ,0,0,1,0,0,0,0,HR2W
CA5000263,OASIS INVESTMENTS,0,0,0,0,0.25,0,1,1,1,0.25,1, , ,0,1,0,0,0,0,Potentially At-Risk
CA5000273,GRATTON SCHOOL,0,0.5,0,0.5, ,1,1,1,1,0.25,1, , ,0,1,0,0,0,0,HR2W
CA5000274,PARADISE SCHOOL,0,0,0,0, ,0,1,1,1,1,1, ,0,0,1,0,0,0,0,At-Risk
CA5000277,VALLEY HOME SCHOOL PIONEER,0,0,0,0, ,0,1,1,1,0,1, , ,0,1,0,0,0,0,At-Risk
CA5000295,SHILOH SCHOOL DISTRICT,0,1,0,0, ,1,1,1,1,0,1, ,0,0,1,0,0,0,0,HR2W
CA5000297,BUEHNER HOUSES,0,0,0,0,1,1,1,1,1,0,1,0, ,0,1,0,0,0,0,HR2W
CA5000313,BUEHNER WATER SYSTEM,0,0,0,0,0.25,0,0,1,0,0,1,0, ,0,1,0,0,0,0,Not At-Risk
CA5000316,HAKAM MISSON,0,0,0,0.5,1,1,1,1,1,0,1,0, ,0,1,0,1,0,0,HR2W
CA5000317,OID #51 - SUNSET OAKS #10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Not At-Risk
CA5000335,"BRETHREN HERITAGE SCHOOL, INC",0,0.5,0,0, ,1,1,1,1,0,1, ,0,0,1,0,0,0,0,At-Risk
CA5000389,MONTEREY PARK TRACT CSD,0,0,0,0,1,0,1,0,0.5,0,1,0,0,0,1,0,0,0,0,At-Risk
CA5000404,WOOD COLONY CHRISTIAN SCHOOL,0,0,0,0, ,0,1,1,1,0,1, ,0,0,1,0,0,0,0,At-Risk
CA5000408,WESTLEY CSD,0,0,0,0,0,0,1,0,0.5,0,1,0,0,0,1,0,0,0,0,Not At-Risk
CA5000433,OID-OAKDALE RURAL WATER SYSTEM #1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA5000568,GREGORI HIGH SCHOOL,0,0,0,0, ,0,1,1,1,0,1, , ,0,1,0,0,0,0,At-Risk
CA5000579,FOSTER FARMS #5,0,0,0,0,1,0,0,1,0,0,1, ,0,0,1,0,0,0,0,At-Risk
CA5000584,MESA ELEMENTARY SCHOOL,0,0,0,0, ,0,1,1,1,0,1, , ,0,1,0,0,0,0,At-Risk
CA5010006,CITY OF WATERFORD,0,1,0,0,0.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Not At-Risk
CA5010007,HILLSVIEW HOMES,0,1,0,0.5,0.5,1,0,1,0,0,1,0,0,0,1,0,1,0,0,HR2W
CA5010008,"HUGHSON, CITY OF",0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,HR2W
CA5010009,KEYES COMMUNITY SERVICES DIST.,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,HR2W
CA5010021,DENAIR COMMUNITY SERVICES DISTRICT,0,1,0,0,0.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Not At-Risk
CA5010023,CITY OF MODESTO - SOUTH TURLOCK,0,0,0,0,0,0,0,1,0, ,1,0.75,0,0,1,0,0,0,0,Not At-Risk
CA5010026,WATERFORD - HICKMAN,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Not At-Risk
CA5010029,CITY OF MODESTO - HILLCREST (DEL RIO),0,0.5,0,0,0.25,0,0,1,0, ,0,0,0,0,1,0,0,0,0,Not At-Risk
CA5010031,CITY OF MODESTO - WALNUT MANOR,0,0,0,0,0,0,1,1,1, ,1,0,0, ,1,0,0,0,0,Potentially At-Risk
CA5010033,CITY OF MODESTO - GRAYSON,0,1,0,0,0,1,0,1,0, ,1,0,0,0,1,0,0,0,0,At-Risk
CA5010034,CITY OF MODESTO - NORTH TURLOCK,0,1,0,0,0,0,1,1,1, ,1,0,0,0,1,0,0,0,0,At-Risk
CA5010035,CITY OF MODESTO - CENTRAL TURLOCK,0,0,0,0,0,0,1,0,0.5, ,1,0,0,0,1,0,0,0,0,Potentially At-Risk
CA5010039,WESTERN HILLS WATER DISTRICT/DIABLO GRAN,0,0,0,0,1,0,1,1,1,0,0,0.75,0,0,0,0,0,0,1,At-Risk
CA5010042,WATERFORD-RIVER POINTE,0,0.25,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Not At-Risk
CA5100107,SUTTER CO. WWD#1 (ROBBINS),0,0.25,0,0.5,1,1,0,1,0,0.25,0,0.75,0,0,1,0,1,0,0,HR2W
CA5100112,TIERRA BUENA MHP #1,0,1,0,0,0,1,1,1,1,0,0,0, ,0,1,0,0,0,0,At-Risk
CA5100136,EAST NICOLAUS JOINT UNION HIGH SCHOOL,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA5100138,BROWNS ELEMENTARY SCHOOL,1,0,1,0.5, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,HR2W
CA5100140,MARCUM ILLINOIS ELEMENTARY SCHOOL,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA5100141,MERIDIAN ELEMENTARY SCHOOL,0,0,0,0, ,1,1,1,1, ,0, , ,0,1,0,1,0,0,At-Risk
CA5100142,NUESTRO SCHOOL,0,0.5,0,0, ,1,1,1,1, ,0, , ,0,1,0,0,0,0,At-Risk
CA5100143,PLEASANT GROVE ELEM. SCHOOL,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA5100145,WINSHIP ELEMENTARY SCHOOL,0,0,0,0.5, ,1,0,1,0, ,0, ,0,0,1,0,0,0,0,HR2W
CA5100149,BARRY ELEMENTARY SCHOOL,0,0,0,0.5, ,1,1,1,1, ,0, , ,0,1,0,0,0,0,HR2W
CA5100172,ENCINAL ELEMENTARY SCHOOL,0,0,0,0, ,1,1,1,1, ,0, , ,0,1,0,0,0,0,At-Risk
